gram,decade,word,count
trigram,1960,gimme lovin gimme,13
trigram,1960,come come let,13
trigram,1960,bully wooly bully,13
trigram,1960,whoop wanna sit,12
trigram,1960,shes got ticket,12
trigram,1960,say louder black,12
trigram,1960,round round round,12
trigram,1960,nana na na,12
trigram,1960,na nana na,12
trigram,1960,na na nana,12
trigram,1960,mine whoop wanna,12
trigram,1960,mine going working,12
trigram,1960,lovin good lovin,12
trigram,1960,love keeps lifting,12
trigram,1960,love baby love,12
trigram,1960,louder black proud,12
trigram,1960,light fire light,12
trigram,1960,id long gone,12
trigram,1960,got ticket ride,12
trigram,1960,good good good,12
trigram,1960,going working coal,12
trigram,1960,fought law law,12
trigram,1960,din din din,12
trigram,1960,comes judge comes,12
trigram,1960,coal mine whoop,12
trigram,1960,coal mine going,12
trigram,1960,aint got time,12
trigram,1960,thats way love,11
trigram,1960,put little love,11
trigram,1960,oh happy made,11
trigram,1960,never gonna give,11
trigram,1960,miles see miles,11
trigram,1960,jumping jack flash,11
trigram,1960,jack flash gas,11
trigram,1960,ha ha ha,11
trigram,1960,black proud say,11
trigram,1960,back home belong,11
trigram,1960,words wont come,10
trigram,1960,soul man soul,10
trigram,1960,red roses blue,10
trigram,1960,oh lets dig,10
trigram,1960,nothing like real,10
trigram,1970,la la la,200
trigram,1970,oh oh oh,140
trigram,1970,get get get,136
trigram,1970,rì rì rì,80
trigram,1970,good good good,78
trigram,1970,yeah yeah yeah,76
trigram,1970,love love love,73
trigram,1970,dance dance dance,73
trigram,1970,shake shake shake,70
trigram,1970,da da da,66
trigram,1970,ooh ooh ooh,57
trigram,1970,beach baby beach,51
trigram,1970,baby beach baby,51
trigram,1970,come come come,49
trigram,1970,dit doo dit,45
trigram,1970,awimoweh awimoweh awimoweh,44
trigram,1970,float float float,38
trigram,1970,gimme dat gimme,36
trigram,1970,cant friends cant,36
trigram,1970,wonder wonder wonder,35
trigram,1970,know know know,35
trigram,1970,come sail away,35
trigram,1970,doo doo doo,34
trigram,1970,little luck little,33
trigram,1970,hey hey hey,33
trigram,1970,feel like makin,33
trigram,1970,chhchh uh chh,33
trigram,1970,oh yeah oh,31
trigram,1970,like like like,31
trigram,1970,chh chhchh uh,31
trigram,1970,uh chh chhchh,30
trigram,1970,sail away come,30
trigram,1970,em back alive,30
trigram,1970,doo dit doo,30
trigram,1970,doo dit dit,30
trigram,1970,bring em back,30
trigram,1970,away come sail,30
trigram,1970,like makin love,29
trigram,1970,let good time,29
trigram,1970,good time roll,29
trigram,1970,get floor let,29
trigram,1970,floor let good,29
trigram,1970,baby baby baby,28
trigram,1970,luck little luck,27
trigram,1970,love love baby,27
trigram,1970,never say goodbye,26
trigram,1970,louie louie louie,26
trigram,1970,friends cant friends,26
trigram,1970,stop til get,25
trigram,1970,stop stop til,25
trigram,1970,keep force stop,25
trigram,1970,force stop stop,25
trigram,1970,come get love,25
trigram,1970,til get enough,24
trigram,1970,put lime coconut,24
trigram,1970,play funky music,24
trigram,1970,gonna walk away,23
trigram,1970,doo ron ron,23
trigram,1970,worry bout thing,22
trigram,1970,wo wo wo,22
trigram,1970,rock n roll,22
trigram,1970,na na na,22
trigram,1970,lay little lovin,22
trigram,1970,got boogie disco,22
trigram,1970,da la da,22
trigram,1970,da doo ron,22
trigram,1970,boogie disco round,22
trigram,1970,things love things,21
trigram,1970,ring bell ring,21
trigram,1970,put hands together,21
trigram,1970,love things love,21
trigram,1970,love hear percussion,21
trigram,1970,love come get,21
trigram,1970,gimme gimme dat,21
trigram,1970,get enough keep,21
trigram,1970,enough keep force,21
trigram,1970,dat gimme gimme,21
trigram,1970,dat gimme dat,21
trigram,1970,burn baby burn,21
trigram,1970,bop bop bop,21
trigram,1970,ba de ya,21
trigram,1970,throw away love,20
trigram,1970,sweet sweet sweet,20
trigram,1970,ron ron ron,20
trigram,1970,love baby love,20
trigram,1970,long long time,20
trigram,1970,let let let,20
trigram,1970,get love come,20
trigram,1970,find somebody love,20
trigram,1970,feel like dancing,20
trigram,1970,bell ring bell,20
trigram,1970,baby love love,20
trigram,1970,whoa whoa whoa,19
trigram,1970,shake groove thing,19
trigram,1970,right right right,19
trigram,1970,love throw away,19
trigram,1970,good times good,19
trigram,1970,gimme gimme gimme,19
trigram,1970,fame fame fame,19
trigram,1970,yeah oh yeah,18
trigram,1980,oh oh oh,334
trigram,1980,na na na,172
trigram,1980,yeah yeah yeah,170
trigram,1980,la la la,110
trigram,1980,ooh ooh ooh,64
trigram,1980,uh uh uh,59
trigram,1980,get get get,47
trigram,1980,love love love,39
trigram,1980,know youll miss,39
trigram,1980,theyre kick em,38
trigram,1980,em theyre kick,38
trigram,1980,rock n roll,37
trigram,1980,ohhh ohhh ohhh,37
trigram,1980,kick em theyre,37
trigram,1980,bop bop bop,36
trigram,1980,hold hold hold,35
trigram,1980,talk talk talk,34
trigram,1980,night night night,33
trigram,1980,go cant go,33
trigram,1980,know know know,32
trigram,1980,cant go cant,32
trigram,1980,stroke stroke stroke,31
trigram,1980,amadeus amadeus amadeus,30
trigram,1980,shes fresh shes,29
trigram,1980,fresh shes fresh,29
trigram,1980,beat beat beat,28
trigram,1980,shake love cant,27
trigram,1980,love rainy night,27
trigram,1980,love cant shake,27
trigram,1980,miss know youll,26
trigram,1980,hot hot hot,26
trigram,1980,church poison mind,26
trigram,1980,youll miss know,25
trigram,1980,poison mind church,25
trigram,1980,new york city,25
trigram,1980,mind church poison,25
trigram,1980,love yeah yeah,25
trigram,1980,give good love,25
trigram,1980,around cant stand,24
trigram,1980,say say say,23
trigram,1980,tumble ya tumble,22
trigram,1980,red red wine,22
trigram,1980,nothing nothing nothing,22
trigram,1980,da da da,22
trigram,1980,time time time,21
trigram,1980,take funkytown wont,21
trigram,1980,oh lay hands,21
trigram,1980,night long night,21
trigram,1980,gonna stand baby,21
trigram,1980,funkytown wont take,21
trigram,1980,beat got beat,21
trigram,1980,aint gonna stand,21
trigram,1980,stand stand stand,20
trigram,1980,seeds love sowing,20
trigram,1980,oh oh comes,20
trigram,1980,never let go,20
trigram,1980,like bad medicine,20
trigram,1980,lets dance lets,20
trigram,1980,got beat got,20
trigram,1980,give little bit,20
trigram,1980,get yeah yeah,20
trigram,1980,cherish love cherish,20
trigram,1980,works hard money,19
trigram,1980,wild wild wild,19
trigram,1980,tonight tonight tonight,19
trigram,1980,sowing seeds love,19
trigram,1980,much time hands,19
trigram,1980,love sowing seeds,19
trigram,1980,love open door,19
trigram,1980,left hand side,19
trigram,1980,dance lets dance,19
trigram,1980,cant get enough,19
trigram,1980,youll see light,18
trigram,1980,ya tumble ya,18
trigram,1980,wanna live without,18
trigram,1980,tonight know tonight,18
trigram,1980,shack baby love,18
trigram,1980,rhythm gonna get,18
trigram,1980,love shack baby,18
trigram,1980,lala la la,18
trigram,1980,know tonight know,18
trigram,1980,hands lay hands,18
trigram,1980,baby youve got,18
trigram,1980,always feel like,18
trigram,1980,want want want,17
trigram,1980,say isnt say,17
trigram,1980,remember remember remember,17
trigram,1980,like somebodys watching,17
trigram,1980,lay hands lay,17
trigram,1980,la lala la,17
trigram,1980,la la lala,17
trigram,1980,feel like somebodys,17
trigram,1980,every little step,17
trigram,1980,de da da,17
trigram,1980,cant hold back,17
trigram,1980,baby true love,17
trigram,1980,baby love shack,17
trigram,1980,ah ah ah,17
trigram,1980,yah mo b,16
trigram,1980,wont take funkytown,16
trigram,1990,yeah yeah yeah,259
trigram,1990,na na na,217
trigram,1990,da da da,141
trigram,1990,la la la,120
trigram,1990,baby baby baby,120
trigram,1990,let go let,93
trigram,1990,go let go,90
trigram,1990,oh oh oh,89
trigram,1990,dat dat dat,75
trigram,1990,ya ya ya,68
trigram,1990,would anything love,60
trigram,1990,tu cuerpo alegria,60
trigram,1990,cuerpo alegria macarena,60
trigram,1990,go go go,57
trigram,1990,love love love,47
trigram,1990,dit doo dit,45
trigram,1990,na nah na,41
trigram,1990,money power respect,41
trigram,1990,like like like,41
trigram,1990,ah ah ah,41
trigram,1990,get lets get,39
trigram,1990,wild wild west,38
trigram,1990,roof put em,38
trigram,1990,da duh duh,37
trigram,1990,lets get lets,36
trigram,1990,make go hmm,35
trigram,1990,give give give,35
trigram,1990,want back want,33
trigram,1990,things make go,33
trigram,1990,never gonna get,33
trigram,1990,dale tu cuerpo,33
trigram,1990,back want back,33
trigram,1990,ever wanted ever,32
trigram,1990,everybody everybody everybody,31
trigram,1990,tu cuerpo es,30
trigram,1990,raise roof put,30
trigram,1990,que tu cuerpo,30
trigram,1990,put em raise,30
trigram,1990,pa darle alegria,30
trigram,1990,macarena que tu,30
trigram,1990,es pa darle,30
trigram,1990,doo dit doo,30
trigram,1990,doo dit dit,30
trigram,1990,darle alegria cosa,30
trigram,1990,da dee da,30
trigram,1990,da da dee,30
trigram,1990,cuerpo es pa,30
trigram,1990,cosa buena dale,30
trigram,1990,buena dale tu,30
trigram,1990,body body body,30
trigram,1990,back kick enjoy,30
trigram,1990,alegria macarena que,30
trigram,1990,alegria macarena hey,30
trigram,1990,alegria cosa buena,30
trigram,1990,shake shake shake,29
trigram,1990,hmm things make,29
trigram,1990,girls dazzey duks,29
trigram,1990,em raise roof,29
trigram,1990,di da da,29
trigram,1990,nah na nah,28
trigram,1990,love searchin real,28
trigram,1990,lay back kick,28
trigram,1990,gotta get get,28
trigram,1990,gonna break heart,28
trigram,1990,thats way love,27
trigram,1990,love give love,27
trigram,1990,jumps da boogie,27
trigram,1990,gone til november,27
trigram,1990,give love give,27
trigram,1990,dah dah dah,27
trigram,1990,come come come,27
trigram,1990,cant live without,27
trigram,1990,never going keep,26
trigram,1990,never find another,26
trigram,1990,mmm somethings comin,26
trigram,1990,like way work,26
trigram,1990,kick enjoy ride,26
trigram,1990,id die without,26
trigram,1990,get knocked get,26
trigram,1990,cant let go,26
trigram,1990,la da da,25
trigram,1990,youll never find,24
trigram,1990,work diggity got,24
trigram,1990,way work diggity,24
trigram,1990,wants another baby,24
trigram,1990,spending lives living,24
trigram,1990,shout shake body,24
trigram,1990,que se llama,24
trigram,1990,lives living gangstas,24
trigram,1990,la la long,24
trigram,1990,knocked get never,24
trigram,1990,got bag bag,24
trigram,1990,get never going,24
trigram,1990,diggity got bag,24
trigram,1990,da la da,24
trigram,1990,aah little bit,24
trigram,1990,round round round,23
trigram,1990,new flava ya,23
trigram,1990,na na nana,23
trigram,1990,little thing mind,23
trigram,2000,oh oh oh,435
trigram,2000,na na na,360
trigram,2000,la la la,337
trigram,2000,yeah yeah yeah,191
trigram,2000,love love love,96
trigram,2000,hey hey hey,91
trigram,2000,go head gone,90
trigram,2000,baby baby baby,87
trigram,2000,ha ha ha,86
trigram,2000,thoia thoia thoia,78
trigram,2000,wee ooh wee,72
trigram,2000,shake shake shake,67
trigram,2000,make lose breath,60
trigram,2000,ay bay bay,60
trigram,2000,bum bum bedum,58
trigram,2000,bum bedum bum,58
trigram,2000,party like rock,56
trigram,2000,bedum bum bum,56
trigram,2000,aye aye aye,52
trigram,2000,move move like,48
trigram,2000,head gone get,48
trigram,2000,gone get sexy,48
trigram,2000,catch ridin dirty,47
trigram,2000,rew rew rew,46
trigram,2000,fine fine fine,46
trigram,2000,duh dun duh,46
trigram,2000,uh uh uh,45
trigram,2000,tryin catch ridin,45
trigram,2000,em bring em,45
trigram,2000,wit rock wit,44
trigram,2000,low low low,44
trigram,2000,get get get,44
trigram,2000,da da da,44
trigram,2000,got got got,43
trigram,2000,bring em bring,43
trigram,2000,ya love lockdown,42
trigram,2000,walk walk walk,42
trigram,2000,thong thong thong,42
trigram,2000,sexy go head,42
trigram,2000,oh uh oh,42
trigram,2000,let shoulder lean,42
trigram,2000,hump hump hump,42
trigram,2000,get ur freak,42
trigram,2000,get sexy go,42
trigram,2000,dee da ba,42
trigram,2000,da ba dee,42
trigram,2000,ba dee da,42
trigram,2000,ah ah ah,42
trigram,2000,make better make,41
trigram,2000,ridin dirty tryin,40
trigram,2000,dirty tryin catch,40
trigram,2000,ay oh ay,40
trigram,2000,uh oh uh,39
trigram,2000,like rock star,38
trigram,2000,lean wit rock,38
trigram,2000,hey baby hey,38
trigram,2000,ya ya ya,37
trigram,2000,pop lock drop,37
trigram,2000,ooh wee ooh,37
trigram,2000,make rain make,37
trigram,2000,go get ur,37
trigram,2000,da ba daa,37
trigram,2000,better make better,37
trigram,2000,ur freak go,36
trigram,2000,rain make rain,36
trigram,2000,never let go,36
trigram,2000,love give away,36
trigram,2000,freak go get,36
trigram,2000,daa da ba,36
trigram,2000,ba daa da,36
trigram,2000,make nigga wanna,35
trigram,2000,boom boom boom,35
trigram,2000,oh ay oh,34
trigram,2000,huh uh huh,34
trigram,2000,give girl give,34
trigram,2000,around goes around,34
trigram,2000,ooh ooh ooh,33
trigram,2000,like hell yeah,33
trigram,2000,girl give girl,33
trigram,2000,woh woh woh,32
trigram,2000,wit lean wit,32
trigram,2000,want hot hoes,32
trigram,2000,uh huh uh,32
trigram,2000,ti pilf nwod,32
trigram,2000,ti esrever dna,32
trigram,2000,suga suga get,32
trigram,2000,start shit wont,32
trigram,2000,shoulder lean let,32
trigram,2000,pilf nwod gniht,32
trigram,2000,nwod gniht ym,32
trigram,2000,moves body like,32
trigram,2000,move like move,32
trigram,2000,like move move,32
trigram,2000,lean let shoulder,32
trigram,2000,hoes didnt want,32
trigram,2000,gniht ym tup,32
trigram,2000,give damn give,32
trigram,2000,girl go head,32
trigram,2000,get fly suga,32
trigram,2000,fly suga suga,32
trigram,2010,oh oh oh,836
trigram,2010,la la la,342
trigram,2010,na na na,210
trigram,2010,yeah yeah yeah,127
trigram,2010,hey hey hey,108
trigram,2010,shake shake shake,102
trigram,2010,love love love,83
trigram,2010,oh whoa oh,72
trigram,2010,ooh ooh ooh,65
trigram,2010,whoa oh oh,61
trigram,2010,imma imma imma,60
trigram,2010,wiggle wiggle wiggle,56
trigram,2010,aah aah aah,55
trigram,2010,like g 6,50
trigram,2010,oh oh whoa,48
trigram,2010,eh eh eh,48
trigram,2010,low go low,47
trigram,2010,go go go,46
trigram,2010,rack city bitch,44
trigram,2010,bright like diamond,44
trigram,2010,go low go,43
trigram,2010,red red red,42
trigram,2010,break break break,42
trigram,2010,city bitch rack,39
trigram,2010,girl let love,38
trigram,2010,money money money,37
trigram,2010,know know know,37
trigram,2010,e e e,37
trigram,2010,boom boom boom,37
trigram,2010,black yellow black,36
trigram,2010,tell em tell,34
trigram,2010,la na na,34
trigram,2010,la la na,34
trigram,2010,cant live without,34
trigram,2010,put yo hands,32
trigram,2010,op op op,32
trigram,2010,g 6 like,32
trigram,2010,found love hopeless,32
trigram,2010,come come come,32
trigram,2010,bass bout bass,32
trigram,2010,6 like g,32
trigram,2010,yellow black yellow,31
trigram,2010,na la la,31
trigram,2010,wanna see wanna,30
trigram,2010,treble bout bass,30
trigram,2010,shine bright like,30
trigram,2010,see wanna see,30
trigram,2010,make feel like,30
trigram,2010,em tell em,30
trigram,2010,bout bass treble,30
trigram,2010,bout bass bout,30
trigram,2010,bass treble bout,30
trigram,2010,gotta gotta gotta,29
trigram,2010,rack rack city,28
trigram,2010,na na la,28
trigram,2010,solo ridin solo,27
trigram,2010,one less problem,27
trigram,2010,hitta hitta hitta,27
trigram,2010,bitch rack rack,27
trigram,2010,play play play,26
trigram,2010,moves like jagger,26
trigram,2010,love hopeless place,26
trigram,2010,like diamond shine,26
trigram,2010,know want know,26
trigram,2010,diamond shine bright,26
trigram,2010,burn burn burn,26
trigram,2010,hands put hands,25
trigram,2010,wish never met,24
trigram,2010,want know want,24
trigram,2010,tonights gonna good,24
trigram,2010,rumor ooh rumor,24
trigram,2010,place found love,24
trigram,2010,ooh rumor ooh,24
trigram,2010,need need need,24
trigram,2010,meaning byjamesg editor,24
trigram,2010,look body girl,24
trigram,2010,like jagger ive,24
trigram,2010,jagger ive got,24
trigram,2010,ive got moves,24
trigram,2010,hopeless place found,24
trigram,2010,happy clap along,24
trigram,2010,got moves like,24
trigram,2010,gonna wish never,24
trigram,2010,fly like g,24
trigram,2010,feelin fly like,24
trigram,2010,cake cake cake,24
trigram,2010,body girl look,24
trigram,2010,whoa oh whoa,23
trigram,2010,us fallin love,22
trigram,2010,tonight dj got,22
trigram,2010,tears gonna fall,22
trigram,2010,rock rock rock,22
trigram,2010,oh yeah yeah,22
trigram,2010,got us fallin,22
trigram,2010,gonna fall rolling,22
trigram,2010,dj got us,22
trigram,2010,bop bop bop,22
trigram,2010,baby tonight dj,22
trigram,2010,aaaaohohhhhh aaaaaaaohohohoh aaaaohohhhhh,22
trigram,2010,turn turn turn,21
