year,word,count
1965,10,1
1965,3,1
1965,9,7
1965,aah,1
1965,ache,1
1965,across,1
1965,add,1
1965,advice,8
1965,affection,1
1965,afraid,1
1965,ago,4
1965,ah,30
1965,aint,47
1965,alabama,1
1965,almost,5
1965,alone,5
1965,along,8
1965,already,2
1965,alright,7
1965,although,2
1965,always,14
1965,angel,1
1965,angry,1
1965,another,12
1965,anybody,1
1965,anymore,4
1965,anyone,6
1965,anything,2
1965,anytime,1
1965,anywhere,2
1965,apart,2
1965,appear,1
1965,appreciate,3
1965,arms,18
1965,around,21
1965,artist,1
1965,ask,3
1965,asked,2
1965,atmosphere,2
1965,aware,1
1965,away,30
1965,awayi,1
1965,awhile,1
1965,b,3
1965,babe,35
1965,baby,166
1965,babys,1
1965,babyyou,1
1965,back,48
1965,bad,1
1965,bag,1
1965,band,1
1965,beach,1
1965,bear,1
1965,beat,5
1965,beautiful,3
1965,become,3
1965,bed,3
1965,bee,2
1965,bees,9
1965,beg,1
1965,beggin,4
1965,begin,1
1965,behind,4
1965,bei,1
1965,bein,1
1965,believe,26
1965,believer,1
1965,bell,1
1965,bells,1
1965,belonged,1
1965,belongs,3
1965,bent,1
1965,beside,1
1965,best,11
1965,better,19
1965,beware,3
1965,big,10
1965,billboard,1
1965,billy,1
1965,birds,9
1965,birthday,2
1965,blame,1
1965,blind,1
1965,block,1
1965,blow,4
1965,blowing,1
1965,blue,15
1965,blues,9
1965,bob,2
1965,bodies,1
1965,body,6
1965,book,2
1965,born,3
1965,boss,1
1965,bother,1
1965,bottle,2
1965,bottles,1
1965,bought,2
1965,bound,2
1965,bout,13
1965,boy,21
1965,boyfriends,1
1965,boys,2
1965,brand,3
1965,break,14
1965,breaking,1
1965,breaks,1
1965,breath,1
1965,breeze,2
1965,bridge,1
1965,bright,3
1965,brighter,2
1965,bring,16
1965,bringing,2
1965,brings,3
1965,broke,4
1965,brothers,1
1965,brown,6
1965,brush,1
1965,buddy,1
1965,bullets,1
1965,bunch,5
1965,burning,1
1965,bury,1
1965,button,1
1965,buy,1
1965,byamandah,1
1965,california,9
1965,call,6
1965,called,3
1965,calling,1
1965,calls,1
1965,calm,1
1965,came,3
1965,candy,13
1965,cannot,1
1965,cant,56
1965,car,1
1965,care,22
1965,carried,1
1965,cast,5
1965,cat,5
1965,catch,16
1965,cats,1
1965,caught,3
1965,cause,41
1965,cents,2
1965,chain,1
1965,chance,3
1965,change,3
1965,changed,6
1965,charms,1
1965,chase,5
1965,cheap,1
1965,cheat,1
1965,cheating,1
1965,chicks,1
1965,children,2
1965,chills,1
1965,china,1
1965,choked,1
1965,choose,1
1965,chosen,1
1965,chrome,1
1965,city,11
1965,claim,3
1965,clean,1
1965,clear,2
1965,climb,3
1965,clock,1
1965,close,6
1965,closed,2
1965,closer,6
1965,clothes,2
1965,clown,3
1965,coast,2
1965,code,1
1965,cold,4
1965,come,99
1965,comes,6
1965,comin,1
1965,coming,3
1965,compete,1
1965,complete,4
1965,compromise,1
1965,continue,1
1965,control,1
1965,conversation,2
1965,convince,1
1965,cop,2
1965,corn,1
1965,corner,2
1965,could,32
1965,couldnt,5
1965,count,22
1965,counting,1
1965,couple,1
1965,course,1
1965,crazy,3
1965,creep,1
1965,cried,1
1965,crime,1
1965,cross,10
1965,crowd,2
1965,cruel,2
1965,cry,17
1965,cryin,3
1965,crying,5
1965,cute,3
1965,cuz,6
1965,dad,1
1965,daddy,6
1965,dance,5
1965,danced,1
1965,dancin,1
1965,dancing,3
1965,dare,1
1965,dark,3
1965,darlin,9
1965,darling,10
1965,daughter,6
1965,dawn,1
1965,day,43
1965,dayi,3
1965,days,18
1965,de,1
1965,dead,2
1965,dear,5
1965,death,2
1965,deep,6
1965,deeply,1
1965,delight,2
1965,deny,1
1965,deserve,1
1965,desire,1
1965,despair,1
1965,destination,1
1965,devotion,1
1965,diamond,11
1965,diamonds,2
1965,didnt,3
1965,die,15
1965,died,1
1965,dies,1
1965,different,7
1965,dig,5
1965,dim,1
1965,dime,2
1965,dinner,1
1965,direction,3
1965,dirty,1
1965,disguise,2
1965,doctor,1
1965,doesnt,8
1965,doin,1
1965,doll,1
1965,done,2
1965,door,10
1965,doors,2
1965,dos,1
1965,double,2
1965,doubt,1
1965,downs,1
1965,downtown,16
1965,drag,4
1965,drawn,1
1965,dream,5
1965,dreamed,1
1965,dreaming,1
1965,dreams,4
1965,dress,1
1965,dressed,1
1965,drew,1
1965,drifting,2
1965,drink,2
1965,drinking,1
1965,drive,2
1965,driving,2
1965,drop,4
1965,drums,1
1965,dry,3
1965,dues,1
1965,dying,2
1965,e,1
1965,ear,4
1965,earned,2
1965,ears,1
1965,earth,2
1965,ease,3
1965,east,1
1965,easy,6
1965,editor,1
1965,eight,12
1965,eighteen,1
1965,else,5
1965,em,12
1965,emptiness,1
1965,empty,1
1965,end,8
1965,enough,10
1965,enter,1
1965,eternity,1
1965,eve,6
1965,even,10
1965,evening,1
1965,ever,19
1965,every,28
1965,everybody,3
1965,everyday,2
1965,everything,5
1965,everytime,4
1965,everywhere,2
1965,evry,5
1965,evrything,2
1965,expression,1
1965,eye,3
1965,eyes,15
1965,f,3
1965,face,9
1965,facts,2
1965,fade,4
1965,fading,1
1965,fair,3
1965,fall,14
1965,fame,1
1965,fancy,1
1965,far,4
1965,fate,5
1965,favorite,2
1965,fear,3
1965,fears,1
1965,feel,35
1965,feelin,18
1965,feeling,5
1965,feels,6
1965,feet,7
1965,fell,2
1965,felt,1
1965,fields,1
1965,fifty,2
1965,fight,2
1965,final,2
1965,find,28
1965,finding,1
1965,finds,4
1965,fine,14
1965,finer,2
1965,finest,2
1965,finger,3
1965,fingertips,1
1965,fire,1
1965,first,4
1965,fit,3
1965,flame,1
1965,flo,1
1965,floor,1
1965,flow,1
1965,flowers,12
1965,fly,2
1965,fo,7
1965,follow,4
1965,fool,2
1965,fooled,1
1965,force,1
1965,forever,5
1965,forget,8
1965,form,2
1965,fortune,2
1965,found,10
1965,four,1
1965,free,8
1965,french,3
1965,friend,6
1965,friends,16
1965,fruit,1
1965,full,6
1965,fun,5
1965,funny,4
1965,gain,1
1965,gal,4
1965,game,17
1965,garden,1
1965,gather,1
1965,gave,5
1965,gentle,3
1965,get,51
1965,gets,2
1965,getting,1
1965,gifts,1
1965,girl,48
1965,girls,15
1965,give,19
1965,given,2
1965,giving,1
1965,glad,8
1965,go,95
1965,god,2
1965,goes,5
1965,goi,1
1965,goin,6
1965,going,9
1965,gold,11
1965,golden,2
1965,gone,43
1965,gonna,27
1965,good,31
1965,goodbye,10
1965,goodnight,2
1965,got,100
1965,gotta,29
1965,gotten,2
1965,grass,1
1965,grave,2
1965,gray,2
1965,great,3
1965,greatest,1
1965,green,5
1965,greet,1
1965,grip,1
1965,groovy,1
1965,ground,4
1965,grow,3
1965,grows,1
1965,guess,8
1965,guide,2
1965,guitar,2
1965,gun,2
1965,guy,9
1965,gypsy,1
1965,hair,6
1965,hand,11
1965,hands,4
1965,hang,5
1965,hanging,2
1965,happen,4
1965,happens,2
1965,happiness,1
1965,happy,5
1965,hard,11
1965,hardly,1
1965,hate,4
1965,havent,2
1965,haze,1
1965,head,2
1965,hear,23
1965,heard,3
1965,hearing,1
1965,heart,44
1965,heartaches,6
1965,heartbeat,12
1965,hearts,6
1965,heels,2
1965,held,4
1965,hell,4
1965,hello,1
1965,help,103
1965,heres,1
1965,hes,24
1965,hey,43
1965,hi,2
1965,hide,16
1965,hiding,1
1965,high,4
1965,highway,1
1965,hill,2
1965,hip,3
1965,hips,2
1965,history,2
1965,hit,2
1965,hits,1
1965,hold,42
1965,holdin,2
1965,home,12
1965,honey,13
1965,hoo,1
1965,hope,10
1965,hopin,1
1965,hoping,1
1965,horse,1
1965,hours,3
1965,house,3
1965,hug,1
1965,huh,9
1965,human,2
1965,hundred,1
1965,hung,1
1965,hurry,5
1965,hurt,11
1965,hurting,1
1965,hush,10
1965,id,37
1965,incomplete,1
1965,incomprehensible,1
1965,indian,1
1965,insecure,1
1965,inside,7
1965,instead,6
1965,instrumental,3
1965,island,1
1965,isnt,2
1965,itll,2
1965,ityou,1
1965,ive,45
1965,jack,1
1965,jaw,1
1965,jealous,3
1965,jerk,9
1965,join,1
1965,joke,1
1965,jones,1
1965,jordan,1
1965,journey,1
1965,joy,2
1965,jump,1
1965,keep,15
1965,keeping,2
1965,keeps,2
1965,kept,2
1965,kicks,2
1965,kidding,1
1965,kill,1
1965,kind,4
1965,kinda,3
1965,kinds,1
1965,king,4
1965,kiss,24
1965,kissed,6
1965,kisses,1
1965,kissin,2
1965,kissing,1
1965,knees,8
1965,knew,4
1965,knock,2
1965,knocked,1
1965,know,135
1965,knowing,2
1965,known,1
1965,knows,3
1965,l,1
1965,la,32
1965,lady,12
1965,lake,1
1965,land,1
1965,lands,2
1965,lane,1
1965,language,1
1965,last,23
1965,late,4
1965,later,1
1965,laugh,15
1965,laughin,1
1965,laughing,1
1965,laughs,1
1965,lay,1
1965,lead,2
1965,leads,2
1965,learn,8
1965,learned,4
1965,least,1
1965,leave,10
1965,leaves,1
1965,leaving,2
1965,left,8
1965,let,63
1965,lets,15
1965,letter,2
1965,letters,1
1965,lies,2
1965,life,26
1965,light,3
1965,lights,9
1965,like,70
1965,line,1
1965,lips,4
1965,list,2
1965,listen,11
1965,listened,1
1965,little,40
1965,live,6
1965,lived,1
1965,lives,3
1965,living,2
1965,load,1
1965,lock,3
1965,locked,1
1965,loneliness,1
1965,lonely,17
1965,long,30
1965,longer,2
1965,look,21
1965,looked,8
1965,lookin,10
1965,looking,7
1965,looks,5
1965,loose,2
1965,loosen,2
1965,loot,1
1965,lord,10
1965,lose,5
1965,loser,1
1965,losing,2
1965,lost,12
1965,lot,3
1965,lots,1
1965,loud,2
1965,love,265
1965,loved,14
1965,lovely,6
1965,lovers,2
1965,loves,12
1965,lovin,14
1965,loving,3
1965,low,5
1965,lucky,1
1965,lyin,1
1965,lyrics,1
1965,mad,5
1965,made,7
1965,magic,14
1965,make,40
1965,makes,8
1965,making,2
1965,mama,2
1965,mamma,1
1965,man,33
1965,mans,1
1965,many,16
1965,mary,3
1965,matter,7
1965,may,7
1965,maybe,12
1965,mean,12
1965,meand,1
1965,meaning,9
1965,means,6
1965,medont,1
1965,meet,7
1965,mei,2
1965,melody,2
1965,memories,3
1965,men,10
1965,meoh,1
1965,mercy,5
1965,message,3
1965,met,7
1965,mewe,1
1965,midnight,2
1965,might,11
1965,mighty,1
1965,mind,24
1965,mine,29
1965,minute,1
1965,mirror,1
1965,miscellaneous,8
1965,misery,1
1965,miss,9
1965,mistakes,4
1965,mister,4
1965,mmm,9
1965,mo,7
1965,moment,2
1965,money,3
1965,moneys,1
1965,monkey,1
1965,month,3
1965,moon,5
1965,mornin,2
1965,morning,7
1965,mother,1
1965,mountain,3
1965,mountains,3
1965,mouth,1
1965,move,7
1965,movie,2
1965,mr,4
1965,ms,1
1965,much,29
1965,music,13
1965,musics,1
1965,must,11
1965,mystery,1
1965,name,32
1965,names,1
1965,near,3
1965,need,26
1965,needed,4
1965,needs,11
1965,neon,1
1965,nerve,1
1965,never,57
1965,new,25
1965,next,3
1965,nice,1
1965,nick,1
1965,night,31
1965,nights,7
1965,nobody,10
1965,nobodys,1
1965,noise,3
1965,none,1
1965,nose,3
1965,nothing,9
1965,nowhere,19
1965,nows,1
1965,numb,1
1965,number,1
1965,oh,69
1965,ohh,1
1965,okay,1
1965,old,20
1965,one,45
1965,ones,5
1965,oo,19
1965,ooh,6
1965,ooo,11
1965,open,2
1965,opened,2
1965,order,2
1965,original,1
1965,ought,8
1965,oughta,2
1965,outside,2
1965,pace,1
1965,packed,1
1965,pad,1
1965,pain,3
1965,palm,2
1965,part,10
1965,party,1
1965,pass,1
1965,passed,2
1965,passes,4
1965,passion,1
1965,path,2
1965,patient,1
1965,pay,7
1965,peace,3
1965,peak,1
1965,people,14
1965,peter,2
1965,phone,2
1965,pick,7
1965,picture,1
1965,pie,5
1965,pieces,11
1965,place,43
1965,places,2
1965,plain,5
1965,plan,1
1965,play,17
1965,please,39
1965,pleasure,1
1965,pockets,1
1965,pool,2
1965,position,1
1965,pot,2
1965,potion,7
1965,pour,2
1965,practice,1
1965,pray,3
1965,prayed,1
1965,prayer,3
1965,preacher,1
1965,precious,1
1965,pretty,19
1965,price,2
1965,pride,4
1965,princess,1
1965,probably,1
1965,problems,1
1965,promise,4
1965,promised,1
1965,protect,1
1965,proud,1
1965,pull,1
1965,pulled,2
1965,pushed,1
1965,pushin,2
1965,put,16
1965,puttin,1
1965,race,5
1965,rain,2
1965,ran,1
1965,rang,1
1965,rare,1
1965,reach,2
1965,reaches,1
1965,ready,24
1965,real,2
1965,realize,1
1965,really,21
1965,reasons,1
1965,red,14
1965,refuse,2
1965,rely,1
1965,remember,4
1965,reminisce,1
1965,rent,3
1965,replaced,1
1965,reputation,1
1965,respect,1
1965,return,2
1965,rhyme,5
1965,rhythm,3
1965,riches,1
1965,ride,13
1965,riding,2
1965,right,28
1965,ring,12
1965,rings,1
1965,rise,1
1965,river,1
1965,rivers,10
1965,road,1
1965,rock,4
1965,roll,4
1965,rolling,4
1965,romance,2
1965,room,2
1965,rooms,2
1965,rope,1
1965,rose,2
1965,roses,12
1965,rough,1
1965,round,8
1965,rule,3
1965,run,25
1965,runnin,3
1965,running,2
1965,runs,4
1965,rush,2
1965,sad,8
1965,said,35
1965,sail,3
1965,sake,2
1965,sally,2
1965,sam,2
1965,sand,1
1965,satisfied,10
1965,save,8
1965,saw,4
1965,say,66
1965,sayin,1
1965,saying,3
1965,says,5
1965,scared,1
1965,scene,1
1965,schemes,1
1965,school,1
1965,sea,4
1965,search,3
1965,searchin,8
1965,seas,1
1965,second,3
1965,secret,1
1965,secrets,1
1965,see,36
1965,seem,5
1965,seemed,3
1965,seems,3
1965,seen,5
1965,sellin,1
1965,selling,1
1965,send,4
1965,senses,1
1965,set,3
1965,sets,1
1965,shade,4
1965,shades,1
1965,shadows,3
1965,shake,32
1965,shakin,1
1965,shall,1
1965,share,1
1965,sharp,2
1965,shed,1
1965,shelf,1
1965,shell,3
1965,shelter,2
1965,shes,40
1965,shine,6
1965,shines,1
1965,ship,1
1965,shock,1
1965,shoes,3
1965,shoot,4
1965,shop,1
1965,short,1
1965,shotgun,2
1965,shoulder,1
1965,shouldnt,1
1965,show,21
1965,shows,1
1965,shy,2
1965,sick,1
1965,side,14
1965,sigh,3
1965,sight,3
1965,sign,2
1965,signs,1
1965,silly,5
1965,silver,1
1965,simple,1
1965,sin,1
1965,since,15
1965,sincere,1
1965,sing,5
1965,singing,1
1965,sink,1
1965,sister,2
1965,sittin,2
1965,size,1
1965,skies,1
1965,sky,6
1965,slave,1
1965,sleepless,2
1965,sleepy,2
1965,slide,2
1965,slip,2
1965,slow,1
1965,slowly,3
1965,small,1
1965,smile,8
1965,smoke,1
1965,snap,1
1965,soft,1
1965,sold,1
1965,somebody,3
1965,someday,2
1965,somehow,2
1965,someone,21
1965,someones,2
1965,somethin,1
1965,something,5
1965,sometime,1
1965,sometimes,4
1965,somewhere,1
1965,son,2
1965,song,20
1965,songs,1
1965,soon,5
1965,sorrow,2
1965,sorry,3
1965,soul,12
1965,southern,1
1965,space,2
1965,speak,1
1965,speed,3
1965,spell,1
1965,spend,1
1965,spending,1
1965,spent,2
1965,spin,1
1965,spine,1
1965,spring,3
1965,square,2
1965,squeeze,1
1965,stab,1
1965,stand,10
1965,stands,2
1965,stare,1
1965,stars,10
1965,start,9
1965,started,4
1965,starting,3
1965,starts,2
1965,stay,16
1965,stayin,1
1965,steal,1
1965,step,2
1965,still,9
1965,stone,2
1965,stood,2
1965,stop,20
1965,store,2
1965,storm,1
1965,story,2
1965,strange,3
1965,stranger,1
1965,strangers,1
1965,stream,1
1965,street,6
1965,strings,1
1965,strong,2
1965,stronger,1
1965,suddenly,2
1965,sue,1
1965,sugar,3
1965,suit,1
1965,summer,3
1965,summertime,1
1965,sun,5
1965,sunshine,3
1965,sure,8
1965,surely,2
1965,surround,1
1965,sweater,4
1965,sweet,40
1965,sweeter,1
1965,sweetest,4
1965,swept,1
1965,swim,1
1965,swing,3
1965,swingin,2
1965,tables,1
1965,take,37
1965,taken,1
1965,takes,2
1965,takin,1
1965,talk,7
1965,talkin,5
1965,talking,1
1965,talks,1
1965,tall,2
1965,tan,1
1965,taste,1
1965,taught,4
1965,tear,1
1965,tearing,1
1965,tears,10
1965,tease,1
1965,telephone,1
1965,tell,60
1965,telling,1
1965,tells,2
1965,tender,1
1965,tenderness,1
1965,thank,6
1965,thankful,1
1965,thats,26
1965,therell,1
1965,theres,38
1965,theyll,1
1965,theyre,4
1965,theyve,1
1965,thick,3
1965,thin,3
1965,thing,29
1965,things,28
1965,think,24
1965,thinking,3
1965,though,3
1965,thought,8
1965,thousand,1
1965,three,4
1965,threw,1
1965,thrill,8
1965,throw,3
1965,ticket,12
1965,tide,2
1965,tie,1
1965,tied,1
1965,tight,7
1965,til,1
1965,till,12
1965,time,72
1965,times,2
1965,tired,18
1965,today,12
1965,toes,1
1965,together,5
1965,told,13
1965,tom,1
1965,tomorrow,3
1965,tonight,5
1965,took,6
1965,tooth,1
1965,torn,1
1965,tossed,2
1965,touch,5
1965,touched,1
1965,touching,1
1965,town,15
1965,trace,5
1965,track,2
1965,tracks,3
1965,traffic,1
1965,train,4
1965,treat,4
1965,treated,1
1965,tree,1
1965,trees,8
1965,trick,5
1965,tricks,1
1965,tried,3
1965,tries,1
1965,trip,1
1965,troubles,10
1965,true,27
1965,trust,1
1965,truth,2
1965,try,10
1965,tryin,2
1965,trying,10
1965,turn,9
1965,turned,4
1965,turning,2
1965,twelve,2
1965,twice,9
1965,twist,1
1965,two,23
1965,uh,9
1965,understand,9
1965,understood,1
1965,unkind,2
1965,upon,3
1965,ups,1
1965,us,24
1965,use,1
1965,used,13
1965,valley,4
1965,version,2
1965,waist,1
1965,wait,6
1965,waiting,22
1965,wake,1
1965,walk,11
1965,walked,1
1965,walking,3
1965,walks,1
1965,wall,1
1965,wanna,10
1965,want,68
1965,wanted,1
1965,wants,12
1965,war,1
1965,warm,3
1965,wasnt,2
1965,watch,2
1965,watched,2
1965,water,1
1965,waters,1
1965,wave,1
1965,way,33
1965,wayne,1
1965,ways,7
1965,weak,3
1965,wear,6
1965,wed,2
1965,wedding,7
1965,week,10
1965,weep,1
1965,welcome,1
1965,well,64
1965,went,5
1965,werent,2
1965,west,1
1965,weve,2
1965,whatever,1
1965,whats,13
1965,whenever,1
1965,wherever,2
1965,whether,1
1965,whip,1
1965,whisper,2
1965,whispered,2
1965,white,7
1965,whoa,6
1965,whod,3
1965,whole,4
1965,wholl,2
1965,whos,3
1965,whose,3
1965,wide,1
1965,wife,1
1965,willing,1
1965,win,4
1965,wind,7
1965,window,1
1965,winds,1
1965,wings,1
1965,wink,2
1965,winner,2
1965,wipe,1
1965,wish,10
1965,wishes,1
1965,within,2
1965,without,4
1965,wo,5
1965,woah,10
1965,woke,3
1965,woman,15
1965,women,4
1965,wonder,5
1965,wondered,1
1965,wonderful,4
1965,wont,14
1965,word,1
1965,words,7
1965,work,9
1965,working,8
1965,world,27
1965,worlds,1
1965,worn,1
1965,worries,6
1965,worth,1
1965,would,15
1965,wouldnt,20
1965,wow,1
1965,wrapped,1
1965,write,1
1965,written,1
1965,wrong,6
1965,ya,6
1965,yeah,77
1965,year,3
1965,years,2
1965,yell,3
1965,yellin,1
1965,yes,28
1965,york,7
1965,youall,4
1965,youbaby,2
1965,youbut,1
1965,youd,6
1965,youdont,1
1965,youi,5
1965,youits,1
1965,youll,21
1965,young,4
1965,younger,4
1965,younow,2
1965,youooh,1
1965,youtheres,1
1965,youve,19
1965,z,2
1966,1,3
1966,2,3
1966,2x,2
1966,9,1
1966,aah,3
1966,able,2
1966,across,4
1966,acting,2
1966,action,2
1966,add,1
1966,affection,1
1966,afford,1
1966,afraid,1
1966,ago,1
1966,agree,3
1966,ah,8
1966,ahead,2
1966,ahh,2
1966,aint,23
1966,air,1
1966,almost,6
1966,alone,30
1966,along,3
1966,already,2
1966,alright,10
1966,although,2
1966,always,16
1966,another,5
1966,answer,2
1966,anymore,4
1966,anyone,1
1966,anything,4
1966,anytime,2
1966,anyway,3
1966,apart,2
1966,apologize,1
1966,apple,1
1966,arent,1
1966,arms,7
1966,around,17
1966,ashamed,1
1966,ask,5
1966,asked,3
1966,asking,1
1966,asleep,2
1966,average,1
1966,aw,3
1966,away,46
1966,awayand,4
1966,awful,3
1966,awhile,1
1966,aww,3
1966,aye,2
1966,b,17
1966,ba,12
1966,babe,34
1966,baby,131
1966,babyif,1
1966,babywhen,1
1966,back,32
1966,bad,10
1966,ball,4
1966,band,3
1966,bang,24
1966,banks,1
1966,bass,1
1966,beach,2
1966,bear,2
1966,beat,4
1966,beats,2
1966,beauty,4
1966,become,2
1966,becomes,2
1966,beg,6
1966,beggin,4
1966,begin,1
1966,beginning,2
1966,begins,1
1966,behind,4
1966,believe,14
1966,believes,1
1966,bell,1
1966,bells,1
1966,bend,1
1966,beneath,1
1966,best,6
1966,bet,3
1966,better,15
1966,big,9
1966,bill,11
1966,bills,1
1966,billy,3
1966,bit,6
1966,black,17
1966,blame,4
1966,blind,1
1966,block,2
1966,blonde,3
1966,blow,2
1966,blows,3
1966,blue,12
1966,board,1
1966,bobby,1
1966,book,4
1966,books,1
1966,boots,7
1966,bop,36
1966,born,16
1966,bought,3
1966,bound,6
1966,bout,4
1966,box,2
1966,boy,8
1966,brain,4
1966,brand,1
1966,brave,1
1966,break,4
1966,breakfast,2
1966,breakin,1
1966,breaks,3
1966,breathing,1
1966,breeze,1
1966,bridge,1
1966,bright,5
1966,brighter,4
1966,bring,1
1966,bringin,6
1966,brings,1
1966,broke,6
1966,broken,5
1966,brought,5
1966,brown,2
1966,buck,1
1966,built,1
1966,burnt,1
1966,bus,7
1966,business,1
1966,butterfly,3
1966,buy,1
1966,bye,9
1966,c,1
1966,cafe,1
1966,california,8
1966,call,11
1966,called,3
1966,calling,2
1966,came,6
1966,candy,1
1966,cant,71
1966,car,1
1966,care,8
1966,careful,1
1966,carpet,1
1966,carried,1
1966,carry,4
1966,cars,1
1966,case,1
1966,cat,6
1966,catch,2
1966,cats,2
1966,caught,1
1966,cause,36
1966,caused,1
1966,ceiling,1
1966,center,1
1966,certain,1
1966,cha,5
1966,chance,5
1966,chances,1
1966,change,5
1966,changed,3
1966,changes,1
1966,charms,1
1966,chase,3
1966,chased,1
1966,chasin,1
1966,cheated,1
1966,cherish,11
1966,cherry,8
1966,chicken,1
1966,child,3
1966,choose,3
1966,chorus,3
1966,chose,1
1966,church,2
1966,city,9
1966,claim,1
1966,clean,4
1966,close,9
1966,closer,1
1966,clothes,6
1966,cloud,1
1966,clown,3
1966,cmon,4
1966,coffee,1
1966,cold,6
1966,collar,1
1966,color,1
1966,colors,2
1966,come,62
1966,comes,24
1966,comfort,5
1966,comin,2
1966,coming,15
1966,command,3
1966,company,1
1966,compete,1
1966,complete,1
1966,concerned,2
1966,confess,1
1966,confusion,2
1966,conscience,1
1966,control,3
1966,conversation,1
1966,convinced,1
1966,cook,1
1966,cookin,1
1966,cool,21
1966,corn,1
1966,corner,1
1966,could,27
1966,couldnt,5
1966,couldve,2
1966,count,1
1966,counting,2
1966,cover,1
1966,covers,1
1966,creeping,1
1966,cried,3
1966,cries,1
1966,crime,2
1966,crowd,2
1966,cry,28
1966,cryin,5
1966,crying,7
1966,cure,1
1966,cute,2
1966,daily,1
1966,dance,17
1966,danced,1
1966,danger,3
1966,dare,1
1966,dark,2
1966,darkest,1
1966,darkness,5
1966,darlin,2
1966,darling,6
1966,dawn,1
1966,day,35
1966,daydream,5
1966,days,12
1966,de,8
1966,dead,3
1966,dear,3
1966,december,1
1966,decide,3
1966,deep,17
1966,deeper,6
1966,delight,2
1966,depend,1
1966,describe,2
1966,desert,1
1966,desire,1
1966,destination,1
1966,destroy,1
1966,didnt,6
1966,die,1
1966,died,1
1966,difference,1
1966,different,3
1966,dig,3
1966,dime,1
1966,dirty,13
1966,distance,1
1966,distant,1
1966,dive,1
1966,doctor,2
1966,doesnt,6
1966,doin,3
1966,dollars,1
1966,done,1
1966,door,7
1966,doors,1
1966,dream,2
1966,dreamin,7
1966,dreaming,2
1966,dreams,10
1966,dress,1
1966,dressed,3
1966,drifting,1
1966,drink,1
1966,drinking,1
1966,drive,1
1966,drivin,2
1966,dropped,1
1966,drown,1
1966,drum,1
1966,drums,1
1966,drunk,1
1966,dumb,1
1966,e,13
1966,ear,2
1966,early,1
1966,ears,2
1966,ease,4
1966,easy,10
1966,echo,1
1966,el,1
1966,else,5
1966,em,1
1966,emptiness,2
1966,empty,10
1966,en,1
1966,end,6
1966,ending,1
1966,endless,1
1966,ends,1
1966,enough,4
1966,es,3
1966,escape,1
1966,even,10
1966,evening,3
1966,ever,25
1966,every,28
1966,everybody,9
1966,everybodys,1
1966,everyday,2
1966,everyone,4
1966,everything,7
1966,everythings,1
1966,everywhere,2
1966,evil,2
1966,evry,2
1966,evrything,9
1966,exactly,1
1966,exciting,2
1966,exist,1
1966,eye,3
1966,eyes,21
1966,f,8
1966,face,11
1966,faces,1
1966,facts,3
1966,fade,3
1966,fading,1
1966,fall,4
1966,fallen,1
1966,fallin,2
1966,falling,1
1966,falls,1
1966,fame,3
1966,family,1
1966,fancy,1
1966,far,5
1966,fast,1
1966,father,1
1966,fathers,1
1966,feel,37
1966,feelin,10
1966,feeling,6
1966,feelings,1
1966,feels,4
1966,feet,3
1966,fell,2
1966,felt,2
1966,fever,1
1966,fight,3
1966,fighting,2
1966,figure,1
1966,fill,3
1966,filled,3
1966,finally,7
1966,find,34
1966,finds,2
1966,fine,15
1966,fingers,1
1966,finished,1
1966,fire,2
1966,first,6
1966,fits,1
1966,five,6
1966,flash,1
1966,floating,1
1966,floor,2
1966,flowers,2
1966,flowing,1
1966,fly,10
1966,folks,1
1966,follow,11
1966,followed,2
1966,fool,7
1966,fools,1
1966,football,1
1966,forever,13
1966,forget,3
1966,forgive,1
1966,fought,12
1966,found,12
1966,four,4
1966,frame,1
1966,free,20
1966,freedom,1
1966,friend,5
1966,friends,6
1966,full,6
1966,fun,3
1966,funny,2
1966,gal,1
1966,game,6
1966,gave,5
1966,gentle,1
1966,get,47
1966,gets,3
1966,gettin,9
1966,getting,3
1966,gimme,2
1966,girl,71
1966,girli,3
1966,girls,13
1966,give,21
1966,given,5
1966,gives,1
1966,giving,10
1966,glad,2
1966,glance,2
1966,go,58
1966,god,3
1966,goes,14
1966,goin,3
1966,going,19
1966,gold,1
1966,gone,17
1966,gonna,44
1966,good,92
1966,goodbye,12
1966,got,60
1966,gotta,7
1966,gotten,1
1966,grace,1
1966,grass,1
1966,grave,1
1966,gray,4
1966,great,2
1966,greatest,2
1966,green,7
1966,grew,1
1966,grey,3
1966,groove,6
1966,groovy,9
1966,ground,3
1966,grow,8
1966,growing,1
1966,grown,1
1966,grows,7
1966,gs,1
1966,guarantee,2
1966,guess,5
1966,guitar,4
1966,guy,7
1966,guys,3
1966,ha,10
1966,habit,1
1966,hah,1
1966,hair,6
1966,half,3
1966,halo,1
1966,hand,15
1966,hands,4
1966,hang,4
1966,hangin,9
1966,hanging,1
1966,happened,4
1966,happenin,1
1966,happening,1
1966,happens,1
1966,happiness,2
1966,happy,15
1966,hard,5
1966,harder,4
1966,hardly,1
1966,harm,2
1966,harmony,1
1966,head,4
1966,heads,1
1966,hear,13
1966,heard,5
1966,hearing,1
1966,heart,31
1966,heartaches,4
1966,hearted,2
1966,hearts,1
1966,heat,3
1966,heaven,3
1966,heavy,1
1966,hed,2
1966,held,2
1966,hell,1
1966,hello,3
1966,help,12
1966,hero,1
1966,hes,10
